Address,Title,Price,Area,Land Area,Rooms,Price per m²,Link
"Śródmieście, Chmielna",dom na sprzedaż 1888m2,47 250 000 zł,"1888 
m
2","0,0816 
ha",60,"25 026 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-srodmiescie-chmielna-1888m2/155432183
Wilanów Powsin,dom na sprzedaż 240m2,3 110 000 zł,"240 
m
2","0,0346 
ha",7,"12 958 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-240m2/155429342
Wawer,dom na sprzedaż 150m2,800 000 zł,"150 
m
2","0,0340 
ha",4,"5 333 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-150m2/154820456
Wilanów,dom na sprzedaż 300m2,3 000 000 zł,"300 
m
2","0,0700 
ha",7,"10 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-300m2/154631066
Mokotów,dom na sprzedaż 500m2,5 900 000 zł,"500 
m
2","0,0700 
ha",N/A,"11 800 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-500m2/154631062
"Wilanów Powsin, Rosy",dom na sprzedaż 580m2,4 250 000 zł,"580 
m
2","0,1786 
ha",8,"7 328 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-rosy-580m2/155422077
"Białołęka, Owoców Leśnych",dom na sprzedaż 117m2,1 199 000 zł,"116,70 
m
2","0,0350 
ha",3,"10 274 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-owocow-lesnych-117m2/155421899
"Bielany, Klaudyny",dom na sprzedaż 219m2,3 500 000 zł,"218,60 
m
2","0,0346 
ha",6,"16 011 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-klaudyny-219m2/155414076
"Wilanów Zawady, Syta",dom na sprzedaż 313m2,2 950 000 zł,"312,90 
m
2","0,0743 
ha",7,"9 428 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-zawady-syta-313m2/155412663
"Mokotów, Sadyba",dom na sprzedaż 200m2,2 350 000 zł,"200 
m
2","0,0330 
ha",6,"11 750 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-200m2/155208552
"Mokotów, Sadyba",dom na sprzedaż 220m2,1 900 000 zł,"220 
m
2","0,0270 
ha",6,"8 636 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-220m2/155166011
"Wilanów, Zawady",dom na sprzedaż 600m2,7 500 000 zł,"600 
m
2","0,1200 
ha",8,"12 500 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-600m2/155147627
Targówek,dom na sprzedaż 166m2,2 100 000 zł,"166,09 
m
2","0,0231 
ha",4,"12 644 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-166m2/155403635
Wawer,dom na sprzedaż 350m2,2 900 000 zł,"350 
m
2","0,1087 
ha",8,"8 286 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-350m2/155403531
"Wilanów, Powsin, Zapłocie",dom na sprzedaż 340m2,4 000 000 zł,"340 
m
2","0,0500 
ha",7,"11 765 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-zaplocie-340m2/155401232
Wilanów,dom na sprzedaż 230m2,2 600 000 zł,"230 
m
2","0,0600 
ha",5,"11 304 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-230m2/155400030
"Wawer, Falenica, Walcownicza",dom na sprzedaż 330m2,1 980 000 zł,"330 
m
2","0,0897 
ha",6,"6 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-walcownicza-330m2/155395717
Ursynów,dom na sprzedaż 210m2,15 000 000 zł,"210 
m
2","0,4000 
ha",6,"71 429 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-210m2/155395398
Wawer,dom na sprzedaż 211m2,2 200 000 zł,"211 
m
2","0,0385 
ha",6,"10 427 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-211m2/155389432
Wilanów,dom na sprzedaż 336m2,4 000 000 zł,"336 
m
2","0,0480 
ha",6,"11 905 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-336m2/155386591
Wilanów,dom na sprzedaż 336m2,4 000 000 zł,"336 
m
2","0,0480 
ha",6,"11 905 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-336m2/155386206
Wilanów,dom na sprzedaż 450m2,7 000 000 zł,"450 
m
2","0,0910 
ha",8,"15 556 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-450m2/155386205
"Włochy, Dekarska 17",dom na sprzedaż 290m2,3 100 000 zł,"290 
m
2","0,0818 
ha",6,"10 690 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wlochy-dekarska-17-290m2/155383462
"Wawer, Mirtowa",dom na sprzedaż 134m2,1 466 520 zł,"134,12 
m
2","0,0290 
ha",5,"10 934 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-mirtowa-134m2/155381484
"Praga-Południe, Stanisława Żółkiewskiego",dom na sprzedaż 168m2,1 980 000 zł,"168 
m
2","0,0232 
ha",5,"11 786 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-stanislawa-zolkiewskiego-168m2/155379921
Wawer Nadwiśle,dom na sprzedaż 211m2,1 950 000 zł,"211 
m
2","0,0385 
ha",6,"9 242 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-nadwisle-211m2/155375479
Wilanów,dom na sprzedaż 340m2,3 250 000 zł,"340 
m
2","0,0360 
ha",7,"9 559 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-340m2/155373378
Włochy,dom na sprzedaż 129m2,1 300 000 zł,"129 
m
2","0,1092 
ha",4,"10 078 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wlochy-129m2/155369214
"Wilanów Powsin, Zapłocie",dom na sprzedaż 227m2,2 250 000 zł,"226,60 
m
2","0,0198 
ha",5,"9 929 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-zaplocie-227m2/155128401
Wawer,dom na sprzedaż 320m2,3 450 000 zł,"320 
m
2","0,1063 
ha",6,"10 781 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-320m2/155358366
"Wilanów, Chorągwi Pancernej",dom na sprzedaż 680m2,4 300 000 zł,"680 
m
2","0,0380 
ha",15,"6 324 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-choragwi-pancernej-680m2/155357639
Mokotów Sadyba,dom na sprzedaż 206m2,2 650 000 zł,"206 
m
2","0,0277 
ha",4,"12 864 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-sadyba-206m2/155357607
"Białołęka, Kobiałka",dom na sprzedaż 298m2,2 599 000 zł,"298 
m
2","0,1500 
ha",6,"8 721 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-298m2/155357326
"Wilanów Powsinek, Europejska",dom na sprzedaż 450m2,4 700 000 zł,"450 
m
2","0,0620 
ha",10,"10 444 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsinek-europejska-450m2/155355097
Wilanów,dom na sprzedaż 477m2,3 400 000 zł,"477 
m
2","0,0434 
ha",10,"7 128 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-477m2/150818487
Ursynów,dom na sprzedaż 330m2,4 900 000 zł,"330 
m
2","0,0620 
ha",4,"14 848 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-330m2/155350930
Bemowo,dom na sprzedaż 240m2,2 500 000 zł,"240 
m
2","0,0600 
ha",4,"10 417 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-240m2/155349885
"Wilanów, Wilanów",dom na sprzedaż 203m2,2 100 000 zł,"203,24 
m
2","0,0340 
ha",4,"10 333 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-203m2/155348572
"Wawer, Aleksandrów",dom na sprzedaż 43m2,720 000 zł,"43 
m
2","0,0495 
ha",3,"16 744 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-43m2/155348487
"Włochy, Okęcie, Nieduża",dom na sprzedaż 300m2,2 350 000 zł,"300 
m
2","0,0691 
ha",12,"7 833 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wlochy-nieduza-300m2/155345916
"Ursynów, Jeziorki, Gajdy",dom na sprzedaż 430m2,4 740 000 zł,"430 
m
2","0,0640 
ha",14,"11 023 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-gajdy-430m2/155341775
"Wawer, Międzylesie, Czeladnicza",dom na sprzedaż 193m2,1 890 000 zł,"192,90 
m
2","0,0050 
ha",6,"9 798 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-czeladnicza-193m2/155337185
Białołęka,dom na sprzedaż 247m2,1 690 000 zł,"246,96 
m
2","0,0820 
ha",5,"6 843 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-247m2/155333207
Mokotów Sielce,dom na sprzedaż 400m2,12 500 000 zł,"400 
m
2","0,0853 
ha",6,"31 250 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-sielce-400m2/155328251
"Białołęka, Reniferowa",dom na sprzedaż 158m2,1 835 000 zł,"158 
m
2","0,0462 
ha",4,"11 614 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-reniferowa-158m2/155326849
Ursynów,dom na sprzedaż 365m2,3 300 000 zł,"365 
m
2","0,0710 
ha",6,"9 041 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-365m2/155304717
"Ursynów, Dąbrówka",dom na sprzedaż 600m2,6 000 000 zł,"600 
m
2","0,1980 
ha",7,"10 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-600m2/155304323
Wilanów Kępa Zawadowska,dom na sprzedaż 216m2,2 670 000 zł,"216 
m
2","0,0418 
ha",5,"12 361 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-kepa-zawadowska-216m2/155303703
Białołęka,dom na sprzedaż 280m2,2 500 000 zł,"280 
m
2","0,2000 
ha",8,"8 929 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-280m2/155301999
"Ursus, Henryka Melcera-Szczawińskiego",dom na sprzedaż 239m2,2 490 000 zł,"239 
m
2","0,0565 
ha",5,"10 418 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursus-henryka-melcera-szczawinskiego-239m2/155299140
Wilanów Kępa Zawadowska,dom na sprzedaż 216m2,2 900 000 zł,"216 
m
2","0,0418 
ha",5,"13 426 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-kepa-zawadowska-216m2/155297911
Wawer,dom na sprzedaż 744m2,5 750 000 zł,"744 
m
2","0,3000 
ha",7,"7 728 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-744m2/155284037
Ursynów,dom na sprzedaż 230m2,1 690 000 zł,"230 
m
2","0,1900 
ha",5,"7 348 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-230m2/155279882
Wilanów,dom na sprzedaż 761m2,12 000 000 zł,"761,20 
m
2","0,0801 
ha",10,"15 765 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-761m2/155275347
Włochy,dom na sprzedaż 450m2,10 000 000 zł,"450 
m
2","0,0500 
ha",23,"22 222 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wlochy-450m2/155275328
Praga-Południe,dom na sprzedaż 403m2,3 579 000 zł,"403 
m
2","0,0150 
ha",5,"8 881 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-403m2/155273106
"Wilanów, Wilanów, Rumiana",dom na sprzedaż 260m2,2 300 000 zł,"260 
m
2","0,0279 
ha",6,"8 846 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-wilanow-rumiana-260m2/155271245
"Praga-Południe, Grochów",dom na sprzedaż 180m2,1 380 000 zł,"180 
m
2","0,0269 
ha",6,"7 667 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-180m2/155269129
dom Warszawa,dom na sprzedaż 500m2,2 440 000 zł,"500 
m
2","0,2000 
ha",6,"4 880 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-500m2/155268537
"Wilanów, Zaściankowa",dom na sprzedaż 656m2,7 970 000 zł,"656 
m
2","0,1750 
ha",10,"12 149 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-zasciankowa-656m2/155268536
Mokotów,dom na sprzedaż 233m2,3 300 000 zł,"233 
m
2","0,0427 
ha",4,"14 163 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-233m2/155268535
Wilanów,dom na sprzedaż 320m2,10 000 000 zł,"320 
m
2","0,1300 
ha",6,"31 250 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-320m2/155268533
Wawer,dom na sprzedaż 600m2,8 000 000 zł,"600 
m
2","0,3415 
ha",10,"13 333 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-600m2/155268532
Praga-Południe,dom na sprzedaż 290m2,3 500 000 zł,"290 
m
2","0,0400 
ha",6,"12 069 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-290m2/155268531
Ursynów,dom na sprzedaż 842m2,15 000 000 zł,"842,24 
m
2","0,3890 
ha",6,"17 810 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-842m2/155267626
Wawer,dom na sprzedaż 860m2,12 000 000 zł,"860 
m
2","0,5600 
ha",13,"13 953 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-860m2/155267625
Bielany,dom na sprzedaż 390m2,3 499 999 zł,"390 
m
2","0,0772 
ha",7,"8 974 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-390m2/155266283
"Wawer, Międzylesie, Jeziorowa",dom na sprzedaż 200m2,1 750 000 zł,"200 
m
2","0,0432 
ha",4,"8 750 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-jeziorowa-200m2/155266128
"Ursynów, Kądziołeczki",dom na sprzedaż 216m2,1 490 000 zł,"216 
m
2","0,0340 
ha",6,"6 898 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-kadzioleczki-216m2/155262014
"Kabaty, Kabaty",dom na sprzedaż 277m2,4 400 000 zł,"277 
m
2","0,0579 
ha",6,"15 884 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-kabaty-kabaty-277m2/155250931
Ursynów,dom na sprzedaż 300m2,3 250 000 zł,"300 
m
2","0,0350 
ha",6,"10 833 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-300m2/155246032
"Wawer, Radość, Zbójnogórska",dom na sprzedaż 338m2,4 499 000 zł,"338 
m
2","0,1391 
ha",8,"13 311 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-zbojnogorska-338m2/154125061
"Ursynów, Krasnowolska",dom na sprzedaż 190m2,2 290 000 zł,"190 
m
2","0,0300 
ha",4,"12 053 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-krasnowolska-190m2/155234919
Mokotów,dom na sprzedaż 700m2,8 000 000 zł,"700 
m
2","0,0700 
ha",10,"11 429 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-700m2/150638613
Wilanów,dom na sprzedaż 540m2,11 500 000 zł,"540 
m
2","0,0800 
ha",8,"21 296 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-540m2/150635941
Praga-Południe,dom na sprzedaż 463m2,4 800 000 zł,"463,44 
m
2","0,0350 
ha",21,"10 357 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-463m2/155229878
Wawer Zbytki,dom na sprzedaż 105m2,1 380 000 zł,"105 
m
2","0,0167 
ha",5,"13 143 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-zbytki-105m2/155222484
Wawer Zerzeń,dom na sprzedaż 322m2,2 450 000 zł,"322 
m
2","0,1230 
ha",7,"7 609 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-zerzen-322m2/155222483
Wawer Radość,dom na sprzedaż 170m2,1 599 000 zł,"170 
m
2","0,0400 
ha",5,"9 406 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-radosc-170m2/155221113
"Ursynów, Pozytywki",dom na sprzedaż 226m2,2 880 000 zł,"226,04 
m
2","0,0737 
ha",5,"12 741 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-pozytywki-226m2/155220973
Ursynów,dom na sprzedaż 630m2,6 000 000 zł,"630 
m
2","0,1600 
ha",6,"9 524 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-630m2/155205677
Wesoła,dom na sprzedaż 230m2,1 590 000 zł,"230 
m
2","0,0476 
ha",7,"6 913 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-230m2/155199720
"Wawer, Zbytki",dom na sprzedaż 70m2,890 000 zł,"70 
m
2","0,0455 
ha",3,"12 714 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-70m2/155198323
Wawer Zerzeń,dom na sprzedaż 322m2,2 450 000 zł,"322 
m
2","0,0600 
ha",7,"7 609 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-zerzen-322m2/155198222
Wilanów,dom na sprzedaż 1100m2,20 000 000 zł,"1100 
m
2","0,1323 
ha",10,"18 182 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-1100m2/155195083
"Wawer, Zbytki",dom na sprzedaż 60m2,700 000 zł,"60 
m
2","0,0455 
ha",3,"11 667 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-60m2/155194616
Wawer,dom na sprzedaż 210m2,2 000 000 zł,"210 
m
2","0,2680 
ha",6,"9 524 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-210m2/155189429
Wawer,dom na sprzedaż 90m2,860 000 zł,"90 
m
2","0,0200 
ha",3,"9 556 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-90m2/155186117
"Białołęka Kobiałka, Długorzeczna",dom na sprzedaż 231m2,1 200 000 zł,"230,75 
m
2","0,0800 
ha",7,"5 200 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-kobialka-dlugorzeczna-231m2/155174810
Wesoła,dom na sprzedaż 225m2,1 300 000 zł,"225 
m
2","0,0162 
ha",6,"5 778 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-225m2/155167757
"Włochy, Włochy",dom na sprzedaż 80m2,3 400 000 zł,"80 
m
2","0,0976 
ha",3,"42 500 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wlochy-wlochy-80m2/155167198
"Ochota, Ochota",dom na sprzedaż 80m2,3 200 000 zł,"80 
m
2","0,0976 
ha",3,"40 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ochota-ochota-80m2/155166917
Wilanów,dom na sprzedaż 251m2,2 720 000 zł,"250,80 
m
2","0,0463 
ha",7,"10 845 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-251m2/155151280
"Wilanów, Europejska",dom na sprzedaż 420m2,2 450 000 zł,"420,08 
m
2","0,0587 
ha",8,"5 832 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-europejska-420m2/155150391
Targówek,dom na sprzedaż 326m2,2 500 000 zł,"326,30 
m
2","0,0259 
ha",7,"7 662 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-326m2/155147930
"Wawer, Międzylesie",dom na sprzedaż 65m2,1 540 500 zł,"65 
m
2","0,1027 
ha",3,"23 700 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-65m2/155146621
Wawer Radość,dom na sprzedaż 430m2,7 990 000 zł,"430 
m
2","0,2150 
ha",6,"18 581 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-radosc-430m2/155141754
Ursynów Pyry,dom na sprzedaż 300m2,6 000 000 zł,"300 
m
2","0,0525 
ha",12,"20 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-pyry-300m2/155135288
Bielany,dom na sprzedaż 175m2,2 800 000 zł,"174,70 
m
2","0,0426 
ha",6,"16 027 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-175m2/155113325
Wawer,dom na sprzedaż 265m2,2 149 000 zł,"265 
m
2","0,0291 
ha",6,"8 109 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-265m2/155110889
Wilanów,dom na sprzedaż 650m2,3 600 000 zł,"650 
m
2","0,1250 
ha",13,"5 538 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-650m2/155100704
Bielany,dom na sprzedaż 175m2,2 800 000 zł,"174,70 
m
2","0,0456 
ha",6,"16 027 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-175m2/155098873
Wawer,dom na sprzedaż 540m2,4 300 000 zł,"540 
m
2","0,0931 
ha",10,"7 963 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-540m2/153707326
Ursynów,dom na sprzedaż 350m2,1 950 000 zł,"350 
m
2","0,0381 
ha",7,"5 571 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-350m2/153707310
Ursynów,dom na sprzedaż 610m2,4 400 000 zł,"610 
m
2","0,1000 
ha",16,"7 213 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-610m2/153707281
Wawer,dom na sprzedaż 540m2,5 495 000 zł,"540 
m
2","0,2010 
ha",8,"10 176 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-540m2/153680451
Ursynów,dom na sprzedaż 280m2,2 200 000 zł,"280 
m
2","0,0635 
ha",6,"7 857 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-280m2/153680380
Ursynów,dom na sprzedaż 387m2,7 000 000 zł,"387,10 
m
2","0,0816 
ha",8,"18 083 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-387m2/153676189
"Ursynów, Białozora",dom na sprzedaż 330m2,2 900 000 zł,"330 
m
2","0,1000 
ha",10,"8 788 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-bialozora-330m2/151403792
Bielany,dom na sprzedaż 385m2,5 300 000 zł,"385 
m
2","0,0330 
ha",6,"13 766 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-385m2/150316916
Białołęka,dom na sprzedaż 360m2,4 600 000 zł,"360 
m
2","0,1574 
ha",8,"12 778 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-360m2/155094909
"Wawer, Miedzeszyn, Brodnicka",dom na sprzedaż 461m2,3 300 000 zł,"461,34 
m
2","0,1560 
ha",5,"7 153 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-brodnicka-461m2/155093714
"Mokotów, Marina / willa z ogrodem",dom na sprzedaż 372m2,14 000 000 zł,"371,55 
m
2","0,0367 
ha",7,"37 680 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-marina-willa-z-ogrodem-372m2/155090618
"Praga-Południe, Saska Kępa, 1/2 willi w zabytkowej części Saskiej Kępy 1932 r.",dom na sprzedaż 530m2,6 890 000 zł,"530 
m
2","0,0662 
ha",6,"13 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-praga-poludnie-1-2-willi-w-zabytkowej-czesci-530m2/155090617
"Bielany, Hostel/ dwa domy / 17 pokoi / metro Słodowiec",dom na sprzedaż 440m2,3 500 000 zł,"440 
m
2","0,0356 
ha",17,"7 955 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bielany-hostel-dwa-domy-17-440m2/155090616
Mokotów,dom na sprzedaż 370m2,14 000 000 zł,"370 
m
2","0,0370 
ha",5,"37 838 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-370m2/155041907
"Ursus, Gołąbki",dom na sprzedaż 1050m2,4 000 000 zł,"1050 
m
2","0,0850 
ha",16,"3 810 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursus-1050m2/155037809
"Mokotów, Wołoska",dom na sprzedaż 422m2,2 900 000 zł,"422 
m
2","0,0011 
ha",8,"6 872 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-woloska-422m2/155019859
Wilanów,dom na sprzedaż 700m2,9 000 000 zł,"700 
m
2","0,0800 
ha",15,"12 857 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-700m2/155015775
"Wawer, Las",dom na sprzedaż 400m2,3 500 000 zł,"400 
m
2","0,0742 
ha",11,"8 750 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-400m2/155012255
